pathogen,resistance,criteria,model type
"Citrobacter freundii","ARO:3002085","perfect_strict","protein homolog model"
"Salmonella enterica","ARO:3000676","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3000676","perfect","protein homolog model"
"Escherichia coli","ARO:3000676","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3000676","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3000676","perfect_strict","protein homolog model"
"Klebsiella aerogenes","ARO:3000676","perfect_strict","protein homolog model"
"Klebsiella oxytoca","ARO:3000676","perfect","protein homolog model"
"Klebsiella oxytoca","ARO:3000676","perfect_strict","protein homolog model"
"Shigella sonnei","ARO:3000676","perfect","protein homolog model"
"Shigella sonnei","ARO:3000676","perfect_strict","protein homolog model"
"Shigella dysenteriae","ARO:3000676","perfect","protein homolog model"
"Shigella dysenteriae","ARO:3000676","perfect_strict","protein homolog model"
"Yersinia pestis","ARO:3000676","perfect_strict","protein homolog model"
"Shigella flexneri","ARO:3000676","perfect","protein homolog model"
"Shigella flexneri","ARO:3000676","perfect_strict","protein homolog model"
"Enterobacter cloacae","ARO:3000676","perfect_strict","protein homolog model"
"Citrobacter freundii","ARO:3000676","perfect_strict","protein homolog model"
"Citrobacter amalonaticus","ARO:3000676","perfect_strict","protein homolog model"
"Enterobacter asburiae","ARO:3000676","perfect_strict","protein homolog model"
"Citrobacter koseri","ARO:3000676","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3000676","perfect_strict","protein homolog model"
"Citrobacter werkmanii","ARO:3000676","perfect_strict","protein homolog model"
"Enterobacter kobei","ARO:3000676","perfect_strict","protein homolog model"
"Citrobacter youngae","ARO:3000676","perfect_strict","protein homolog model"
"Raoultella planticola","ARO:3000676","perfect_strict","protein homolog model"
"Shigella boydii","ARO:3000676","perfect","protein homolog model"
"Shigella boydii","ARO:3000676","perfect_strict","protein homolog model"
"Citrobacter portucalensis","ARO:3000676","perfect_strict","protein homolog model"
"Cronobacter sakazakii","ARO:3000676","perfect_strict","protein homolog model"
"Enterobacter chengduensis","ARO:3000676","perfect_strict","protein homolog model"
"Enterobacter roggenkampii","ARO:3000676","perfect_strict","protein homolog model"
"Escherichia albertii","ARO:3000676","perfect_strict","protein homolog model"
"Escherichia fergusonii","ARO:3000676","perfect","protein homolog model"
"Escherichia fergusonii","ARO:3000676","perfect_strict","protein homolog model"
"Escherichia marmotae","ARO:3000676","perfect_strict","protein homolog model"
"Klebsiella huaxiensis","ARO:3000676","perfect_strict","protein homolog model"
"Klebsiella michiganensis","ARO:3000676","perfect_strict","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3000676","perfect_strict","protein homolog model"
"Kosakonia arachidis","ARO:3000676","perfect_strict","protein homolog model"
"Leclercia adecarboxylata","ARO:3000676","perfect_strict","protein homolog model"
"Klebsiella oxytoca","ARO:3002159","perfect","protein homolog model"
"Klebsiella oxytoca","ARO:3002159","perfect_strict","protein homolog model"
"Enterobacter cloacae","ARO:3002159","perfect","protein homolog model"
"Enterobacter cloacae","ARO:3002159","perfect_strict","protein homolog model"
"Citrobacter freundii","ARO:3002159","perfect","protein homolog model"
"Citrobacter freundii","ARO:3002159","perfect_strict","protein homolog model"
"Providencia rettgeri","ARO:3002159","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3002159","perfect","protein homolog model"
"Enterobacter hormaechei","ARO:3002159","perfect_strict","protein homolog model"
"Aeromonas veronii","ARO:3002159","perfect_strict","protein homolog model"
"Klebsiella michiganensis","ARO:3002159","perfect","protein homolog model"
"Klebsiella michiganensis","ARO:3002159","perfect_strict","protein homolog model"
"Salmonella enterica","ARO:3002159","perfect","protein homolog model"
"Salmonella enterica","ARO:3002159","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3002159","perfect","protein homolog model"
"Escherichia coli","ARO:3002159","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3002159","perfect","protein homolog model"
"Klebsiella pneumoniae","ARO:3002159","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3001956","perfect","protein homolog model"
"Klebsiella pneumoniae","ARO:3001956","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3001956","perfect","protein homolog model"
"Enterobacter hormaechei","ARO:3001956","perfect_strict","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3001956","perfect","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3001956","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3003165","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3003165","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3003010","perfect_strict","protein homolog model"
"Burkholderia pseudomallei","ARO:3003010","perfect_strict","protein homolog model"
"Burkholderia cenocepacia","ARO:3003010","perfect_strict","protein homolog model"
"Burkholderia multivorans","ARO:3003010","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3001908","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3001775","perfect","protein homolog model"
"Pseudomonas aeruginosa","ARO:3001775","perfect_strict","protein homolog model"
"Bacillus subtilis","ARO:3003007","perfect_strict","protein homolog model"
"Bacillus tequilensis","ARO:3003007","perfect_strict","protein homolog model"
"Salmonella enterica","ARO:3002780","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3002780","perfect_strict","protein homolog model"
"Enterococcus faecium","ARO:3002780","perfect_strict","protein homolog model"
"Serratia marcescens","ARO:3002780","perfect_strict","protein homolog model"
"Enterobacter cloacae","ARO:3002780","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3002780","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3001089","perfect","protein homolog model"
"Klebsiella pneumoniae","ARO:3001089","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3001188","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3002769","perfect_strict","protein homolog model"
"Citrobacter freundii","ARO:3002769","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3002769","perfect_strict","protein homolog model"
"Citrobacter werkmanii","ARO:3002769","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3003053","perfect_strict","protein homolog model"
"Salmonella enterica","ARO:3003053","perfect_strict","protein homolog model"
"Stenotrophomonas maltophilia","ARO:3003053","perfect_strict","protein homolog model"
"Enterobacter roggenkampii","ARO:3002167","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3002755","perfect_strict","protein homolog model"
"Citrobacter freundii","ARO:3002126","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3002792","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3002792","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3002280","perfect_strict","protein homolog model"
"Staphylococcus aureus","ARO:3000595","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3000595","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3000595","perfect_strict","protein homolog model"
"Streptococcus pyogenes","ARO:3000595","perfect_strict","protein homolog model"
"Enterococcus faecium","ARO:3000595","perfect_strict","protein homolog model"
"Streptococcus agalactiae","ARO:3000595","perfect_strict","protein homolog model"
"Streptococcus suis","ARO:3000595","perfect_strict","protein homolog model"
"Streptococcus lutetiensis","ARO:3000595","perfect_strict","protein homolog model"
"Streptococcus anginosus","ARO:3000595","perfect_strict","protein homolog model"
"Staphylococcus saprophyticus","ARO:3000595","perfect_strict","protein homolog model"
"Lactobacillus johnsonii","ARO:3000595","perfect_strict","protein homolog model"
"Enterococcus avium","ARO:3000595","perfect_strict","protein homolog model"
"Lactobacillus crispatus","ARO:3000595","perfect_strict","protein homolog model"
"Streptococcus equinus","ARO:3000595","perfect_strict","protein homolog model"
"Streptococcus pasteurianus","ARO:3000595","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3001487","perfect","protein homolog model"
"Pseudomonas aeruginosa","ARO:3001487","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3002345","perfect_strict","protein homolog model"
"Aeromonas veronii","ARO:3002345","perfect","protein homolog model"
"Aeromonas veronii","ARO:3002345","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3000914","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3000914","perfect_strict","protein homolog model"
"Vibrio parahaemolyticus","ARO:3000914","perfect_strict","protein homolog model"
"Vibrio vulnificus","ARO:3000914","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3000967","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3000967","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3002726","perfect","protein homolog model"
"Klebsiella pneumoniae","ARO:3002726","perfect_strict","protein homolog model"
"Citrobacter freundii","ARO:3002726","perfect","protein homolog model"
"Citrobacter freundii","ARO:3002726","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3002726","perfect_strict","protein homolog model"
"Citrobacter werkmanii","ARO:3002726","perfect","protein homolog model"
"Citrobacter werkmanii","ARO:3002726","perfect_strict","protein homolog model"
"Citrobacter youngae","ARO:3002726","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3000846","perfect","protein homolog model"
"Pseudomonas aeruginosa","ARO:3000846","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3002316","perfect","protein homolog model"
"Klebsiella pneumoniae","ARO:3002316","perfect_strict","protein homolog model"
"Proteus mirabilis","ARO:3002316","perfect","protein homolog model"
"Proteus mirabilis","ARO:3002316","perfect_strict","protein homolog model"
"Citrobacter freundii","ARO:3002316","perfect","protein homolog model"
"Citrobacter freundii","ARO:3002316","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3002895","perfect","protein homolog model"
"Acinetobacter baumannii","ARO:3002895","perfect_strict","protein homolog model"
"Salmonella enterica","ARO:3002895","perfect","protein homolog model"
"Salmonella enterica","ARO:3002895","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3002895","perfect","protein homolog model"
"Escherichia coli","ARO:3002895","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3002895","perfect","protein homolog model"
"Klebsiella pneumoniae","ARO:3002895","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3002895","perfect","protein homolog model"
"Pseudomonas aeruginosa","ARO:3002895","perfect_strict","protein homolog model"
"Proteus mirabilis","ARO:3002895","perfect","protein homolog model"
"Proteus mirabilis","ARO:3002895","perfect_strict","protein homolog model"
"Serratia marcescens","ARO:3002895","perfect","protein homolog model"
"Serratia marcescens","ARO:3002895","perfect_strict","protein homolog model"
"Klebsiella oxytoca","ARO:3002895","perfect","protein homolog model"
"Klebsiella oxytoca","ARO:3002895","perfect_strict","protein homolog model"
"Vibrio cholerae","ARO:3002895","perfect","protein homolog model"
"Vibrio cholerae","ARO:3002895","perfect_strict","protein homolog model"
"Shigella sonnei","ARO:3002895","perfect","protein homolog model"
"Shigella sonnei","ARO:3002895","perfect_strict","protein homolog model"
"Shigella dysenteriae","ARO:3002895","perfect","protein homolog model"
"Shigella dysenteriae","ARO:3002895","perfect_strict","protein homolog model"
"Shigella flexneri","ARO:3002895","perfect","protein homolog model"
"Shigella flexneri","ARO:3002895","perfect_strict","protein homolog model"
"Enterobacter cloacae","ARO:3002895","perfect","protein homolog model"
"Enterobacter cloacae","ARO:3002895","perfect_strict","protein homolog model"
"Citrobacter freundii","ARO:3002895","perfect","protein homolog model"
"Citrobacter freundii","ARO:3002895","perfect_strict","protein homolog model"
"Morganella morganii","ARO:3002895","perfect","protein homolog model"
"Morganella morganii","ARO:3002895","perfect_strict","protein homolog model"
"Proteus vulgaris","ARO:3002895","perfect","protein homolog model"
"Proteus vulgaris","ARO:3002895","perfect_strict","protein homolog model"
"Providencia rettgeri","ARO:3002895","perfect","protein homolog model"
"Providencia rettgeri","ARO:3002895","perfect_strict","protein homolog model"
"Providencia stuartii","ARO:3002895","perfect","protein homolog model"
"Providencia stuartii","ARO:3002895","perfect_strict","protein homolog model"
"Acinetobacter lwoffii","ARO:3002895","perfect","protein homolog model"
"Acinetobacter lwoffii","ARO:3002895","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3002895","perfect","protein homolog model"
"Enterobacter hormaechei","ARO:3002895","perfect_strict","protein homolog model"
